,Unnamed: 0,Ninjavan TH Reviews
1026,242," Sending packages from 4 December and now on 24 December the package is not clear! On the 15th, the complaint to CS was answered the reason the package was lost …"
1027,243, very disappointed  
1028,244," If you don't have to, you won't use the Ninja Xpress service. As a sender, the pick-up service can take longer than 3 days even though it has been followed up many times. The delivery to the customer is also very …"
1029,245," Just change the last name it doesn't match ad xpress, KEMPESSSS is much more suitable. My package from shopee has been sent 3 days there is no update at all but it is automatically canceled, the reason is that the …"
1030,246, Very slow and the slowest sorting can be up to 2-3 days👎 …
1031,247," I was really disappointed it didn't match. The time is specified, the courier is also unclear if I want to be queued as soon as possible until now my package has not arrived …"
1032,248, Cool  
1033,249," The delivery is long, the tracking is not clear where the location is, it's turn out that the package will be sent today but until evening it doesn't arrive either, even though it's for use tomorrow morning, please …"
1034,250, The package was sent for a long time and until now it is not sent ... the tracking status of the package will be sent to the recipient's address but for days it is not sent with the reason that there is not enough …
1035,251," The item is not clear when it arrived, that's how the package has been updated is not clear, it's not like another expedition who was quick to provide updates .. very disappointed with this ninja express. Hopefully in …"
1036,252," Ninja Express was slow to deliver from Seler on the 8th to pick up the goods from Jakarta cmn to Bandar Lampung until the 15th, still in Jakarta, I was sorry to use Ninja Express. Disappointedaaaaaaaaa …"
1037,253," The delivery is slow, especially the orders from Cirebon and Pemalang, it takes a long time …"
1038,254," Every time I order online, the courier service using ninja will definitely never arrive even though my location is not in the interior …"
1039,255," Very disappointing for this expedition's customer, I waited for the order to arrive for two weeks when I was asked to the telegram bot, it turned out that the package was damaged but there was no news at all, it was …"
1040,256, Nina's delivery took a long time without breaking  
1041,257," if there is a 0 star 0 star, I sent the same package to Jakarta, you can say the item is lost. It's been a week since ordering that there is also news of NINJA EXPRESS GA PROFESSIONAL GA RECOMMENDATION. Poor green …"
1042,258," Have been disappointed many times with the delivery of this expedition, it's really long, even though it was sent by the seller from Monday from Bandung, Friday afternoon the courier telephoned asking for the address, …"
1043,259," Wow ... I'm really sorry I used Xpress ninja courier at my sales shop, I didn't pick up my pickup for 2 days. Even though it's their job. As a dishopee seller, I was very disappointed with the service. Up to + 3 days, …"
1044,260, My place of work is looking for lawful sustenance and blessings. …
1045,261, The umpteenth time being disappointed by the xpress ninja. The package always takes a long time to pick up. Ask for pickup from Thursday until now it hasn't been picked up yet. Tlp cs already 2x the ads don't change …
1046,262," Hey, how about my package, from Wednesday it's still there too, where are you going tomorrow, the package didn't come just this time, making a ninja disappointed …"
1047,263, May I have a contact with a ninja in the Kupang area because my package hasn't been delivered …
1048,264," Very disappointed in the delivery Until there is a notification that the delivery has failed like this, when will it be sent? …"
1049,265," My package hasn't arrived until now I'm sorry I used this service ... for a long time, I couldn't move fast ... …"
1050,266," Woyy, my item from Bogor to Jambi didn't arrive when I was confirmed, the word was damaged, I was asked where the item was but I didn't want to see it wasn't broken ... that's bad if it's a total of 2 million more ... …"
1051,267," How come my package from 3 days ago didn't update huh? He said it was in transit, which transit? It took a long time ... Pdhl, I used to use Ninja Express, hopefully ... I'm afraid it won't come, where does the …"
1052,268," Unfortunately, I chose this expedition, I chose the expedition which was 2 working days for the olshop because of urgent needs and there was only this expedition. It's day 3 in the afternoon, the goods are not there …"
1053,269, Karana is easy to find the best route  
1054,270," ORIGINAL DOES NOT RECOMMEND THIS DELIVERY, A COMPLETE UDAH ADDRESS AND CLEAR ACTIVITY PHONE NUMBER AND ARE STILL JAKARTA AREA, BUT NOT SAMPE-SAMPE GOODS, GET DESCRIPTION OF GOODS RETURNED TO THE SENDER …"
1055,271," Not recommended. My file submission in March was approximately 20 receipts, all lost and nothing was received by the vendor …"
1056,272," The first time I used the Express Ninja, I was really disappointed, why did it fail to send, I didn't want to use Express Ninja anymore, I was really disappointed …"
1057,273," Duh, I don't really use ninja, every time the courier pickups are always good, ask for the next day ... it's really strange, where is the talking too impolite, right when selling in the customer marketplace, I don't …"
1058,274," How come my package doesn't move ""please inform my pket  "
1059,275," Please just fire the courier, because I'm not polite & impolite ... even though I was told to wait for 5 minutes or so I ran away, I didn't say anything, Malay said I was destitute because I didn't want to change …"
1060,276," Good morning, my package has been in transit for 3 days but where did it go for 3 days. Then there is no latest update, please don't this is how it works. …"
1061,277, Disappointed 2 times. Buy a package. .shipping via mail. Ninja. . Most of the prnding was severe. …
1062,278," Servant and speed like a ninja style, Just don't take the ninja stance that likes to disappear Yach ,, the one who disappears doesn't know the news hehehe ,, ninja express mwanteeeeeeppppp …"
1063,279, Want to ask .. does Ninja Express open vacancies for couriers .. thank you …
1064,280," Sir / Ma'am, please if you want to open an expedition, first review the work plan. Don't be careless! The period of sending the package is really old, so the receipt is checked, there is no update. If the employee …"
